ID,YEAR,Month,ELEMENT,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE11,VALUE12,VALUE13,VALUE14,VALUE15,VALUE16,VALUE17,VALUE18,VALUE19,VALUE20,VALUE21,VALUE22,VALUE23,VALUE24,VALUE25,VALUE26,VALUE27,VALUE28,VALUE29,VALUE30,VALUE31,YEAR_MONTH
USC00272174,1917,3,SNWD,,,,,229.0,,,,,,,178.0,,,,,51.0,,,,,,,,,,,,,,,1917-03
USC00272174,1918,2,SNWD,,,,,,,432.0,25.0,51.0,,,,,,,,,,,,,,,,,,,,,,,1918-02
USC00272174,1918,3,SNWD,102.0,,,,,,102.0,,,,178.0,,,,,,,,,,,,,,,,,,,,,1918-03
USC00272174,1919,5,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,584.0,,,,,,,1919-05
USC00272174,1919,12,SNWD,,,,,,,25.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,1919-12
USC00272174,1920,1,SNWD,,,,,,,,,,,,,102.0,,,,,203.0,,203.0,229.0,,,279.0,305.0,,,279.0,,,,1920-01
USC00272174,1920,2,SNWD,,,,,254.0,406.0,356.0,,,406.0,,,432.0,432.0,457.0,,,,483.0,,,584.0,,,787.0,,,,,,,1920-02
USC00272174,1920,11,SNWD,,,,,,,,,,,,,,,,,51.0,,,,127.0,,,,102.0,,,,,,,1920-11
USC00272174,1920,12,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,127.0,1920-12
USC00272174,1921,1,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,1921-01
USC00272174,1921,2,SNWD,,,,,,,,25.0,,,127.0,279.0,,229.0,,,,,,203.0,254.0,,,,,,,,,,,1921-02
USC00272174,1921,11,SNWD,,,,,,,76.0,,25.0,25.0,,,,0.0,,,,,,,,,,25.0,51.0,,254.0,254.0,,,,1921-11
USC00272174,1921,12,SNWD,,,,,,,,,,,,127.0,152.0,178.0,,,127.0,,,,25.0,,51.0,,102.0,,,,,,,1921-12
USC00272174,1922,1,SNWD,,,,,,,,,,,102.0,178.0,,,,,,,,,229.0,,,,,,,,,,,1922-01
USC00272174,1922,2,SNWD,,,,,,102.0,,,,,76.0,,102.0,,,,229.0,,,,,279.0,305.0,,,,356.0,,,,,1922-02
USC00272174,1922,3,SNWD,,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922-03
USC00272174,1922,4,SNWD,,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922-04
USC00272174,1922,12,SNWD,,,,25.0,76.0,,,102.0,,,,,,76.0,127.0,,279.0,,,,279.0,,,,,,,254.0,330.0,,,1922-12
USC00272174,1923,1,SNWD,127.0,,127.0,178.0,,203.0,229.0,356.0,381.0,432.0,,457.0,,,610.0,,610.0,,,,,356.0,,,457.0,,,,,,,1923-01
USC00272174,1923,2,SNWD,,406.0,432.0,,,,406.0,,,508.0,,,660.0,737.0,,,,,,,,,,,686.0,,,,,,,1923-02
USC00272174,1923,3,SNWD,,,,,,,737.0,,,737.0,,813.0,,813.0,,,,,,,,,,,,,,,,,,1923-03
USC00272174,1923,12,SNWD,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,1923-12
USC00272174,1924,1,SNWD,,,,,787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1924-01
USC00272174,1924,2,SNWD,,,406.0,457.0,483.0,,,,,356.0,,,,,,,,,,432.0,,,,,,,,,,,,1924-02
USC00272174,1924,3,SNWD,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,1924-03
USC00272174,1924,11,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,1924-11
USC00272174,1924,12,SNWD,,,,,,76.0,,,,,,,25.0,,,,,,,,,,,25.0,,,,,,,,1924-12
USC00272174,1925,1,SNWD,,,,,,,,,,,,,,,,102.0,,,,203.0,381.0,,,,,,356.0,,,76.0,,1925-01
USC00272174,1925,2,SNWD,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925-02
USC00272174,1925,4,SNWD,,,,,,,,,,,,51.0,,,,,,,76.0,152.0,,,,,,,,,,,,1925-04
USC00272174,1925,12,SNWD,25.0,,,,,,,,,,,,,,,,,,,,,,,25.0,76.0,,,,,,,1925-12
USC00272174,1926,1,SNWD,,,,25.0,,,,,102.0,,,,,,,,,,,,,102.0,,,,,51.0,76.0,,,,1926-01
USC00272174,1926,2,SNWD,,,,178.0,,,203.0,,,406.0,,,,,457.0,,,,,,,356.0,,,,,,,,,,1926-02
USC00272174,1926,3,SNWD,,,,,,,279.0,,,,,,,,,,,,,,,,,,,,,,,,,1926-03
USC00272174,1926,4,SNWD,51.0,,,25.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1926-04
USC00272174,1926,11,SNWD,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1926-11
USC00272174,1926,12,SNWD,,,,25.0,,178.0,,152.0,,152.0,,,,,178.0,,,,,,127.0,,,,,127.0,,,152.0,,,1926-12
USC00272174,1927,1,SNWD,203.0,,,,,,,,,,203.0,229.0,,,,406.0,,,406.0,,,,,178.0,,,,,,,,1927-01
USC00272174,1927,2,SNWD,,,,,,76.0,,51.0,,,,25.0,,,,,76.0,,76.0,,203.0,,203.0,,,,,,,,,1927-02
USC00272174,1927,3,SNWD,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,1927-03
USC00272174,1927,11,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,1927-11
USC00272174,1927,12,SNWD,,,25.0,,127.0,,,,,,,,,,,127.0,152.0,,,,,,,,,,,,,,,1927-12
USC00272174,1928,1,SNWD,,,,,,,,,,,,,,,25.0,,76.0,,,178.0,,,,,,,,,,,,1928-01
USC00272174,1928,2,SNWD,25.0,,,25.0,,,,,25.0,,,,,,,,,127.0,,,,,,,,,,,,,,1928-02
USC00272174,1928,3,SNWD,,,,,,,51.0,,51.0,178.0,,,,,,,,25.0,,,,,,,,,,,,,25.0,1928-03
USC00272174,1928,9,SNWD,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1928-09
USC00272174,1928,11,SNWD,,,,,,,,,,,,,,,,,,,,,,102.0,,,,127.0,,,,,,1928-11
USC00272174,1928,12,SNWD,0.0,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,1928-12
USC00272174,1929,1,SNWD,25.0,,,,,,,,,76.0,,,,,203.0,,,,,,,,,,,,,,,,127.0,1929-01
USC00272174,1929,2,SNWD,127.0,,,,,,,,,,,,,,,,,,,102.0,229.0,,,,,229.0,229.0,,,,,1929-02
USC00272174,1929,3,SNWD,,203.0,203.0,,,,51.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,1929-03
USC00272174,1929,4,SNWD,,,,,,,,,,,,0.0,102.0,,,25.0,,,,,,,,,,,,,,,,1929-04
USC00272174,1929,11,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,1929-11
USC00272174,1929,12,SNWD,,,,,,,,25.0,,,,,,,,,,,,,,,51.0,127.0,,,,,,,,1929-12
USC00272174,1930,1,SNWD,,,,,,,,,,,,152.0,,,,,,127.0,,,,,,,,,,127.0,,,,1930-01
USC00272174,1930,2,SNWD,,,,,,,,,,229.0,,,,,,203.0,,,,,,,,,,,,,,,,1930-02
USC00272174,1930,12,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,178.0,,,,1930-12
USC00272174,1931,1,SNWD,,,,,,152.0,,,,,,203.0,229.0,,,,,,,,,,,,,,,,,,,1931-01
USC00272174,1931,2,SNWD,,483.0,,,,,,356.0,406.0,483.0,,,,,,,,508.0,584.0,610.0,,,,,,,,,,,,1931-02
USC00272174,1931,3,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1931-03
USC00272174,1931,4,SNWD,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,1931-04
USC00272174,1931,12,SNWD,,,,,,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,1931-12
USC00272174,1932,1,SNWD,,254.0,,,,,,,,76.0,,,,,,,25.0,,,,,,,,,,,,25.0,,,1932-01
USC00272174,1932,2,SNWD,,51.0,102.0,102.0,229.0,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,1932-02
USC00272174,1932,3,SNWD,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,1932-03
USC00272174,1932,12,SNWD,,,,,,,,,,,,51.0,,51.0,,,,51.0,,,,,,,,,,,,,,1932-12
USC00272174,1933,1,SNWD,,,,,,,,,152.0,178.0,,,,,,,,,51.0,,,,,,,,25.0,25.0,51.0,,,1933-01
USC00272174,1933,2,SNWD,,,,,51.0,,,,,,,,,,,,,,,,,,,,,203.0,,,,,,1933-02
USC00272174,1933,3,SNWD,,,,,,,,,,,,,,76.0,,,,,,51.0,,,,,,,,,,,,1933-03
USC00272174,1933,4,SNWD,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,1933-04
USC00272174,1933,11,SNWD,,,,,,25.0,,,,,,76.0,,,,,,76.0,,,,,,,,,,,,,,1933-11
USC00272174,1933,12,SNWD,,,,25.0,,,,,,,,,25.0,51.0,51.0,51.0,,,,,102.0,,,,,,229.0,,,,,1933-12
USC00272174,1934,1,SNWD,,,,,,,,,,,,,203.0,279.0,305.0,,,,,,,,,,,,,,,,,1934-01
USC00272174,1934,2,SNWD,,203.0,,203.0,,,,,,,,,,,,,,,,457.0,,,457.0,,,559.0,559.0,,,,,1934-02
USC00272174,1934,3,SNWD,,,,,,,,,51.0,,178.0,178.0,,,,,,,,,,,,,,,,,,,,1934-03
USC00272174,1934,11,SNWD,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,1934-11
USC00272174,1934,12,SNWD,,,,,,,,,,,,,,,,25.0,,,,,,,25.0,25.0,,,,,51.0,,,1934-12
USC00272174,1935,1,SNWD,203.0,,,,,,,,,,,,,152.0,,,178.0,203.0,,330.0,,,254.0,559.0,,559.0,,,584.0,,,1935-01
USC00272174,1935,2,SNWD,559.0,,,,,,,,406.0,,,,,,229.0,,330.0,,330.0,,,,,457.0,,,432.0,,,,,1935-02
USC00272174,1935,3,SNWD,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,1935-03
USC00272174,1935,4,SNWD,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,1935-04
USC00272174,1936,1,SNWD,,,,,127.0,,102.0,,,51.0,,,,,,,,127.0,254.0,330.0,,,,,,,305.0,330.0,,,305.0,1936-01
USC00272174,1936,2,SNWD,,,,254.0,,,,,330.0,,,,,508.0,508.0,,,508.0,,,,,,,533.0,,,,,,,1936-02
USC00272174,1936,3,SNWD,483.0,,483.0,,508.0,508.0,,,508.0,,,,,,,,,,,,,,,,,,,,,,,1936-03
USC00272174,1936,4,SNWD,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936-04
USC00272174,1936,11,SNWD,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,25.0,,,,1936-11
USC00272174,1937,1,SNWD,,,51.0,,,,,,,25.0,,,,,,,25.0,,,,51.0,,,,0.0,,,,,,,1937-01
USC00272174,1937,2,SNWD,25.0,,,,0.0,,,25.0,,,,,,,,,,,,,,,0.0,,,,,,,,,1937-02
USC00272174,1937,3,SNWD,,,,,,,,,,,,,25.0,,51.0,457.0,457.0,,,,254.0,,,,76.0,,,,,,,1937-03
USC00272174,1937,4,SNWD,,25.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937-04
USC00272174,1937,11,SNWD,,,,,,,,,,,,,,,,,,,,0.0,102.0,,,,,,,,,,,1937-11
USC00272174,1937,12,SNWD,,,,,,,,,25.0,,,,,,,102.0,76.0,,,,,,,,76.0,,,76.0,,,,1937-12
USC00272174,1938,1,SNWD,178.0,178.0,,,,,,,,,,,178.0,,,,178.0,,,,,178.0,254.0,,,,,,,,,1938-01
USC00272174,1938,2,SNWD,,,,,,,,,,,,,,,,,,,,0.0,,,25.0,,229.0,254.0,,254.0,,,,1938-02
USC00272174,1938,3,SNWD,,,25.0,,25.0,,,,,,,25.0,,,,,,25.0,,,,,,,,,,,,,,1938-03
USC00272174,1938,4,SNWD,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,1938-04
USC00272174,1938,11,SNWD,,,,,,,,,,,,,,,,25.0,,,,,,,,,229.0,,305.0,,,,,1938-11
USC00272174,1938,12,SNWD,,,,,,,,,,,,,,,,,,,0.0,,,,,25.0,25.0,,76.0,,,,,1938-12
USC00272174,1939,1,SNWD,0.0,25.0,25.0,76.0,,,,,,,,,,,,,,,,,,76.0,,,,,,,,102.0,152.0,1939-01
USC00272174,1939,2,SNWD,,,,152.0,,,152.0,152.0,,,,,,,152.0,,,,,,,76.0,,,,,,,,,,1939-02
USC00272174,1939,3,SNWD,,,,,,,,,76.0,102.0,,102.0,406.0,406.0,,,,,,,,,,,,,,,,,,1939-03
USC00272174,1939,4,SNWD,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-04
USC00272174,1939,12,SNWD,,,,,,,,,,,,0.0,,51.0,,,,,,,,,,,,,,,,152.0,,1939-12
USC00272174,1940,1,SNWD,,,,,,76.0,,,,,,76.0,127.0,,,,,,,,,,,,,,,,,,,1940-01
USC00272174,1940,2,SNWD,,,,,,,51.0,,,25.0,25.0,,,51.0,203.0,,,,,178.0,178.0,,,,,,,102.0,,,,1940-02
USC00272174,1940,3,SNWD,,,,,203.0,203.0,,,,,,,,,76.0,,,,,,,76.0,,,,,,,,,,1940-03
USC00272174,1940,4,SNWD,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,1940-04
USC00272174,1940,11,SNWD,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,203.0,,203.0,,1940-11
USC00272174,1940,12,SNWD,,,,,203.0,203.0,,,,,,102.0,,,,51.0,,,,,,,,,,,,,,,,1940-12
USC00272174,1941,1,SNWD,,,25.0,254.0,254.0,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,1941-01
USC00272174,1941,2,SNWD,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941-02
USC00272174,1941,3,SNWD,,,,51.0,,,,203.0,203.0,,,203.0,,,,,,,,,,,,,,,,,,,,1941-03
USC00272174,1941,12,SNWD,,,,,,,,,,,,,25.0,,,,,,,0.0,,,,,,,,,,,,1941-12
USC00272174,1942,1,SNWD,,,,76.0,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,25.0,1942-01
USC00272174,1942,2,SNWD,,,,,,152.0,,178.0,,,,,,,,,,,76.0,,,,,,,,,,,,,1942-02
USC00272174,1942,3,SNWD,,,,,,25.0,,,,,,,,,152.0,,51.0,,,,,,,,,,,,,152.0,,1942-03
USC00272174,1942,4,SNWD,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,1942-04
USC00272174,1942,12,SNWD,,,,,,,,,,,,,102.0,,,76.0,,,,,,,,,,,,,,,,1942-12
USC00272174,1943,1,SNWD,,,,152.0,,,,,,,,,,,152.0,152.0,,,152.0,,,,,152.0,,,,,203.0,,229.0,1943-01
USC00272174,1943,2,SNWD,,,,,,,,,,,,,,229.0,,,,,,,,,,,,,25.0,,,,,1943-02
USC00272174,1943,3,SNWD,,,25.0,51.0,,51.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,1943-03
USC00272174,1943,4,SNWD,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,1943-04
USC00272174,1943,11,SNWD,,,,,,,,,,,,,,,25.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,25.0,0.0,,,,,,,,1943-11
USC00272174,1943,12,SNWD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1943-12
USC00272174,1944,1,SNWD,,,,,,178.0,178.0,178.0,178.0,178.0,178.0,152.0,152.0,152.0,152.0,127.0,127.0,127.0,127.0,102.0,102.0,76.0,102.0,102.0,102.0,76.0,76.0,51.0,51.0,51.0,102.0,1944-01
USC00272174,1944,2,SNWD,102.0,76.0,76.0,76.0,51.0,51.0,,,,,229.0,279.0,254.0,203.0,76.0,76.0,,76.0,76.0,76.0,76.0,76.0,76.0,51.0,51.0,51.0,51.0,51.0,25.0,,,1944-02
USC00272174,1944,3,SNWD,25.0,25.0,25.0,25.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,178.0,51.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1944-03
USC00272174,1944,4,SNWD,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944-04
USC00272174,1944,11,SNWD,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,51.0,,,,,1944-11
USC00272174,1944,12,SNWD,,,,,,,,,,,,51.0,51.0,51.0,51.0,25.0,25.0,25.0,51.0,51.0,51.0,51.0,51.0,51.0,76.0,76.0,127.0,305.0,279.0,254.0,279.0,1944-12
USC00272174,1945,1,SNWD,152.0,25.0,25.0,0.0,0.0,0.0,178.0,178.0,152.0,152.0,127.0,152.0,127.0,279.0,330.0,356.0,305.0,330.0,305.0,305.0,305.0,330.0,330.0,330.0,330.0,330.0,305.0,279.0,432.0,381.0,381.0,1945-01
USC00272174,1945,2,SNWD,406.0,406.0,406.0,381.0,559.0,508.0,483.0,660.0,762.0,737.0,610.0,610.0,584.0,686.0,635.0,635.0,635.0,635.0,635.0,635.0,559.0,533.0,483.0,432.0,432.0,483.0,457.0,406.0,,,,1945-02
USC00272174,1945,3,SNWD,356.0,330.0,254.0,254.0,229.0,203.0,178.0,178.0,152.0,127.0,127.0,178.0,102.0,102.0,76.0,51.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,,,,,1945-03
USC00272174,1945,5,SNWD,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,1945-05
USC00272174,1945,10,SNWD,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945-10
USC00272174,1945,11,SNWD,,,,25.0,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,152.0,254.0,,1945-11
USC00272174,1945,12,SNWD,229.0,203.0,127.0,127.0,127.0,102.0,51.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,152.0,152.0,127.0,127.0,127.0,102.0,102.0,0.0,0.0,0.0,203.0,178.0,102.0,1945-12
USC00272174,1946,1,SNWD,102.0,102.0,102.0,76.0,76.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,51.0,51.0,51.0,25.0,76.0,864.0,203.0,203.0,203.0,178.0,178.0,178.0,178.0,178.0,178.0,356.0,356.0,1946-01
USC00272174,1946,2,SNWD,356.0,279.0,279.0,279.0,279.0,254.0,229.0,229.0,229.0,229.0,229.0,203.0,178.0,76.0,76.0,76.0,76.0,76.0,76.0,457.0,457.0,483.0,406.0,457.0,305.0,356.0,406.0,381.0,,,,1946-02
USC00272174,1946,3,SNWD,356.0,254.0,178.0,152.0,127.0,102.0,76.0,51.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1946-03
USC00272174,1946,4,SNWD,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946-04
USC00272174,1946,11,SNWD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,1946-11
USC00272174,1946,12,SNWD,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,,,102.0,51.0,51.0,51.0,25.0,25.0,25.0,25.0,254.0,254.0,254.0,254.0,1946-12
USC00272174,1947,1,SNWD,279.0,330.0,254.0,254.0,254.0,229.0,229.0,229.0,229.0,229.0,305.0,279.0,279.0,279.0,229.0,203.0,203.0,203.0,203.0,203.0,178.0,178.0,178.0,203.0,152.0,152.0,127.0,102.0,102.0,102.0,102.0,1947-01
USC00272174,1947,2,SNWD,102.0,102.0,102.0,76.0,,51.0,76.0,51.0,76.0,76.0,76.0,76.0,51.0,51.0,51.0,25.0,25.0,25.0,25.0,25.0,356.0,356.0,356.0,356.0,356.0,330.0,330.0,330.0,,,,1947-02
USC00272174,1947,3,SNWD,330.0,356.0,152.0,152.0,152.0,102.0,76.0,76.0,76.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947-03
USC00272174,1947,4,SNWD,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1947-04
USC00272174,1947,5,SNWD,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947-05
USC00272174,1947,11,SNWD,,,,,,,,,,,,25.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,1947-11
USC00272174,1947,12,SNWD,,,,,76.0,102.0,102.0,76.0,76.0,76.0,102.0,102.0,102.0,102.0,102.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,254.0,254.0,305.0,330.0,330.0,254.0,229.0,178.0,1947-12
USC00272174,1948,4,SNWD,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1948-04
